Row ID,Ship Mode,Customer ID,Customer Name,Country,City,Postal Code,Product ID,Category,Product Name,Sales Price
1936,Standard Class,LW-16990,Lindsay Williams,United States,San Francisco,94109,TEC-AC-10001284,Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16
1937,Second Class,NP-18685,Nora Pelletier,United States,San Francisco,94109,FUR-FU-10002268,Furniture,Ultra Door Push Plate,14.73
1938,Standard Class,JE-15715,Joe Elijah,United States,Broomfield,80020,OFF-BI-10002082,Office Supplies,GBC Twin Loop Wire Binding Elements,19.968
1939,Standard Class,JE-15715,Joe Elijah,United States,Broomfield,80020,OFF-ST-10001505,Office Supplies,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488
1940,Standard Class,JE-15715,Joe Elijah,United States,Broomfield,80020,OFF-BI-10001634,Office Supplies,Wilson Jones Active Use Binders,8.736
1941,Standard Class,JE-15715,Joe Elijah,United States,Broomfield,80020,FUR-CH-10004287,Furniture,SAFCO Arco Folding Chair,662.88
1942,First Class,CP-12085,Cathy Prescott,United States,Quincy,62301,OFF-LA-10004544,Office Supplies,Avery 505,47.36
1943,First Class,CP-12085,Cathy Prescott,United States,Quincy,62301,OFF-ST-10004507,Office Supplies,Advantus Rolling Storage Box,27.44
1944,First Class,CP-12085,Cathy Prescott,United States,Quincy,62301,OFF-BI-10002012,Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,3.24
1945,Standard Class,EA-14035,Erin Ashbrook,United States,Carrollton,75007,TEC-AC-10001109,Technology,Logitech Trackman Marble Mouse,95.968
1946,Standard Class,EA-14035,Erin Ashbrook,United States,Carrollton,75007,OFF-PA-10000809,Office Supplies,Xerox 206,10.368
1947,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,OFF-AR-10000658,Office Supplies,Newell 324,23.1
1948,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,FUR-FU-10001196,Furniture,DAX Cubicle Frames - 8x10,11.54
1949,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,FUR-TA-10001889,Furniture,Bush Advantage Collection Racetrack Conference Table,254.526
1950,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,OFF-AP-10000358,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,12.98
1951,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,OFF-BI-10004970,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432
1952,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,TEC-PH-10003885,Technology,Cisco SPA508G,197.97
1953,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,OFF-LA-10001641,Office Supplies,Avery 518,18.9
1954,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,FUR-CH-10003379,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41
1955,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,OFF-AR-10004582,Office Supplies,BIC Brite Liner Grip Highlighters,4.92
1956,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,TEC-AC-10002842,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,238
1957,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,TEC-AC-10000109,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97
1958,Standard Class,AC-10615,Ann Chong,United States,New York City,10009,OFF-PA-10003893,Office Supplies,Xerox 1962,17.12
1959,Second Class,RW-19690,Robert Waldorf,United States,Springfield,65807,OFF-BI-10003669,Office Supplies,3M Organizer Strips,16.2
1960,Second Class,RW-19690,Robert Waldorf,United States,Springfield,65807,OFF-AP-10004785,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99
1961,Second Class,RW-19690,Robert Waldorf,United States,Springfield,65807,TEC-AC-10003023,Technology,Logitech G105 Gaming Keyboard,296.85
1962,Second Class,RW-19690,Robert Waldorf,United States,Springfield,65807,TEC-AC-10002217,Technology,Imation Clip USB flash drive - 8 GB,112.8
1963,Second Class,RW-19690,Robert Waldorf,United States,Springfield,65807,OFF-BI-10002954,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71
1964,Second Class,RW-19690,Robert Waldorf,United States,Springfield,65807,OFF-PA-10002586,Office Supplies,Xerox 1970,24.9
1965,Second Class,RW-19690,Robert Waldorf,United States,Springfield,65807,OFF-ST-10000025,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29
1966,Second Class,RW-19690,Robert Waldorf,United States,Springfield,65807,OFF-AP-10003281,Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18
1967,Standard Class,DB-13210,Dean Braden,United States,Paterson,7501,TEC-PH-10002103,Technology,Jabra SPEAK 410,281.97
1968,Standard Class,DB-13210,Dean Braden,United States,Paterson,7501,OFF-SU-10000898,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5
1969,Standard Class,DB-13210,Dean Braden,United States,Paterson,7501,OFF-PA-10001144,Office Supplies,Xerox 1913,166.44
1970,Standard Class,BD-11320,Bill Donatelli,United States,Tulsa,74133,TEC-AC-10004659,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96
1971,Standard Class,ML-17755,Max Ludwig,United States,Chicago,60623,OFF-AR-10004752,Office Supplies,Blackstonian Pencils,6.408
1972,Standard Class,ML-17755,Max Ludwig,United States,Chicago,60623,TEC-AC-10004659,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
1973,Standard Class,JD-16015,Joy Daniels,United States,Chicago,60610,OFF-BI-10001249,Office Supplies,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104
1974,Standard Class,JD-16015,Joy Daniels,United States,Chicago,60610,OFF-FA-10003059,Office Supplies,Assorted Color Push Pins,2.896
1975,Standard Class,JD-16015,Joy Daniels,United States,Chicago,60610,TEC-AC-10002718,Technology,Belkin Standard 104 key USB Keyboard,35.016
1976,Second Class,AS-10225,Alan Schoenberger,United States,Montgomery,36116,OFF-ST-10001522,Office Supplies,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97
1977,Second Class,AS-10225,Alan Schoenberger,United States,Montgomery,36116,TEC-PH-10002352,Technology,Avaya IP Phone 1140E VoIP phone,1394.95
1978,Second Class,AS-10225,Alan Schoenberger,United States,Montgomery,36116,FUR-CH-10003774,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88
1979,Standard Class,AA-10375,Allen Armold,United States,Salem,97301,OFF-AR-10000127,Office Supplies,Newell 321,5.248
1980,Same Day,KT-16465,Kean Takahito,United States,Glendale,85301,FUR-CH-10004086,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536
1981,Same Day,KT-16465,Kean Takahito,United States,Glendale,85301,OFF-ST-10001228,Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",42.976
1982,Second Class,MM-18280,Muhammed MacIntyre,United States,Columbus,31907,OFF-BI-10004187,Office Supplies,3-ring staple pack,3.76
1983,Standard Class,NG-18430,Nathan Gelder,United States,Oklahoma City,73120,TEC-PH-10003811,Technology,Jabra Supreme Plus Driver Edition Headset,479.96
1984,Second Class,LW-16825,Laurel Workman,United States,Brentwood,94513,OFF-AP-10000240,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,320.88
1985,Second Class,LW-16825,Laurel Workman,United States,Brentwood,94513,FUR-FU-10001940,Furniture,Staple-based wall hangings,23.88
1986,Second Class,LW-16825,Laurel Workman,United States,Brentwood,94513,OFF-PA-10000575,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76
1987,First Class,CB-12415,Christy Brittain,United States,Columbus,43229,TEC-CO-10001449,Technology,Hewlett Packard LaserJet 3310 Copier,1439.976
1988,Standard Class,AS-10090,Adam Shillingsburg,United States,Springfield,65807,OFF-BI-10002393,Office Supplies,Binder Posts,17.22
1989,Standard Class,AS-10090,Adam Shillingsburg,United States,Springfield,65807,FUR-TA-10002855,Furniture,Bevis Round Conference Table Top & Single Column Base,1024.38
1990,Standard Class,AS-10090,Adam Shillingsburg,United States,Springfield,65807,OFF-EN-10000781,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22
1991,Standard Class,AS-10090,Adam Shillingsburg,United States,Springfield,65807,OFF-PA-10002160,Office Supplies,Xerox 1978,17.34
1992,Standard Class,CB-12415,Christy Brittain,United States,Philadelphia,19134,OFF-BI-10004970,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956
1993,Standard Class,ML-17755,Max Ludwig,United States,Springfield,97477,OFF-LA-10003923,Office Supplies,Alphabetical Labels for Top Tab Filing,71.04
1994,Standard Class,ML-17755,Max Ludwig,United States,Springfield,97477,OFF-AR-10002257,Office Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344
1995,Standard Class,ML-17755,Max Ludwig,United States,Springfield,97477,OFF-FA-10004395,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,11.304
1996,Second Class,JS-16030,Joy Smith,United States,Houston,77036,OFF-AP-10002534,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,294.62
1997,Second Class,JS-16030,Joy Smith,United States,Houston,77036,FUR-FU-10004020,Furniture,Advantus Panel Wall Acrylic Frame,8.752
1998,First Class,ND-18460,Neil Ducich,United States,Chesapeake,23320,OFF-LA-10002787,Office Supplies,Avery 480,15
1999,First Class,ND-18460,Neil Ducich,United States,Chesapeake,23320,TEC-PH-10003645,Technology,Aastra 57i VoIP phone,161.61
2000,First Class,ND-18460,Neil Ducich,United States,Chesapeake,23320,TEC-PH-10001615,Technology,AT&T CL82213,144.95
2001,Standard Class,LW-17215,Luke Weiss,United States,Pasadena,91104,TEC-AC-10001767,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95
2002,Standard Class,LW-17215,Luke Weiss,United States,Pasadena,91104,OFF-AR-10001221,Office Supplies,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86
2003,Second Class,JW-15955,Joni Wasserman,United States,Louisville,40214,OFF-ST-10000563,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94
2004,Second Class,JW-15955,Joni Wasserman,United States,Louisville,40214,FUR-CH-10001146,Furniture,"Global Value Mid-Back Manager's Chair, Gray",304.45
2005,Standard Class,SC-20050,Sample Company A,United States,Lubbock,79424,OFF-BI-10004738,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,11.364
2006,Standard Class,RW-19630,Rob Williams,United States,Columbia,65203,OFF-AR-10000034,Office Supplies,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68
2007,Standard Class,RW-19630,Rob Williams,United States,Columbia,65203,TEC-AC-10000290,Technology,Sabrent 4-Port USB 2.0 Hub,47.53
2008,First Class,CM-12190,Charlotte Melton,United States,Chicago,60623,FUR-BO-10003034,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372
2009,Standard Class,JF-15190,Jamie Frazer,United States,Johnson City,37604,OFF-AR-10001315,Office Supplies,Newell 310,4.224
2010,Standard Class,JF-15190,Jamie Frazer,United States,Johnson City,37604,OFF-AP-10002118,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056
2011,Standard Class,JF-15190,Jamie Frazer,United States,Johnson City,37604,OFF-PA-10002137,Office Supplies,"Southworth 100% Résumé Paper, 24lb.",24.896
2012,Same Day,SC-20800,Stuart Calhoun,United States,Houston,77041,TEC-AC-10001606,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,159.984
2013,Same Day,SC-20800,Stuart Calhoun,United States,Houston,77041,OFF-ST-10000943,Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344
2014,Standard Class,AM-10705,Anne McFarland,United States,Auburn,36830,FUR-CH-10001854,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98
2015,Standard Class,AM-10705,Anne McFarland,United States,Auburn,36830,OFF-PA-10000533,Office Supplies,Southworth Parchment Paper & Envelopes,13.08
2016,Standard Class,AM-10705,Anne McFarland,United States,Auburn,36830,OFF-ST-10003716,Office Supplies,Tennsco Double-Tier Lockers,900.08
2017,Standard Class,BK-11260,Berenike Kampe,United States,San Bernardino,92404,OFF-BI-10000088,Office Supplies,GBC Imprintable Covers,17.568
2018,Standard Class,BK-11260,Berenike Kampe,United States,San Bernardino,92404,OFF-LA-10000240,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,14.62
2019,Standard Class,BK-11260,Berenike Kampe,United States,San Bernardino,92404,OFF-SU-10001165,Office Supplies,Acme Elite Stainless Steel Scissors,33.36
2020,Standard Class,BK-11260,Berenike Kampe,United States,San Bernardino,92404,OFF-PA-10002749,Office Supplies,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14
2021,First Class,RH-19510,Rick Huthwaite,United States,Providence,2908,OFF-ST-10001490,Office Supplies,"Hot File 7-Pocket, Floor Stand",1606.23
2022,First Class,RH-19510,Rick Huthwaite,United States,Providence,2908,OFF-PA-10002377,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04
2023,First Class,RH-19510,Rick Huthwaite,United States,Providence,2908,OFF-BI-10004826,Office Supplies,JM Magazine Binder,49.53
2024,First Class,RH-19510,Rick Huthwaite,United States,Providence,2908,FUR-CH-10004675,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",872.32
2025,Second Class,GM-14500,Gene McClure,United States,Fresno,93727,OFF-BI-10002867,Office Supplies,GBC Recycled Regency Composition Covers,239.12
2026,First Class,MC-17275,Marc Crier,United States,Seattle,98103,FUR-BO-10004409,Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96
2027,Second Class,VM-21685,Valerie Mitchum,United States,Lancaster,93534,OFF-BI-10002225,Office Supplies,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024
2028,Second Class,VM-21685,Valerie Mitchum,United States,Lancaster,93534,OFF-BI-10001989,Office Supplies,Premium Transparent Presentation Covers by GBC,67.136
2029,Standard Class,GP-14740,Guy Phonely,United States,Leominster,1453,OFF-BI-10000343,Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73
2030,Standard Class,GP-14740,Guy Phonely,United States,Leominster,1453,OFF-ST-10001172,Office Supplies,"Tennsco Lockers, Sand",104.9
2031,Standard Class,GP-14740,Guy Phonely,United States,Leominster,1453,OFF-BI-10003707,Office Supplies,Aluminum Screw Posts,61.04
2032,Standard Class,GP-14740,Guy Phonely,United States,Leominster,1453,OFF-PA-10001274,Office Supplies,Loose Memo Sheets,10.95
2033,Standard Class,GB-14530,George Bell,United States,Fort Worth,76106,OFF-PA-10002250,Office Supplies,Things To Do Today Pad,9.392
2034,Standard Class,GB-14530,George Bell,United States,Fort Worth,76106,OFF-AR-10000475,Office Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328
2035,Standard Class,CT-11995,Carol Triggs,United States,Rochester,55901,OFF-BI-10002976,Office Supplies,ACCOHIDE Binder by Acco,8.26
2036,Standard Class,CT-11995,Carol Triggs,United States,Rochester,55901,FUR-CH-10003061,Furniture,"Global Leather Task Chair, Black",269.97
2037,Standard Class,CW-11905,Carl Weiss,United States,Bozeman,59715,OFF-PA-10002893,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04
2038,Standard Class,CW-11905,Carl Weiss,United States,Bozeman,59715,OFF-LA-10003077,Office Supplies,Avery 500,14.62
2039,Standard Class,SN-20560,Skye Norling,United States,Peoria,85345,OFF-PA-10001661,Office Supplies,Xerox 1922,11.952
2040,Standard Class,SN-20560,Skye Norling,United States,Peoria,85345,OFF-BI-10004656,Office Supplies,Peel & Stick Add-On Corner Pockets,4.536
2041,Standard Class,SN-20560,Skye Norling,United States,Peoria,85345,OFF-BI-10003707,Office Supplies,Aluminum Screw Posts,9.156
2042,Standard Class,SN-20560,Skye Norling,United States,Peoria,85345,FUR-FU-10004973,Furniture,Flat Face Poster Frame,75.36
2043,Standard Class,EB-13705,Ed Braxton,United States,San Diego,92105,OFF-BI-10004817,Office Supplies,GBC Personal VeloBind Strips,57.504
2044,Standard Class,JW-15220,Jane Waco,United States,Lakewood,44107,OFF-AR-10001860,Office Supplies,BIC Liqua Brite Liner,38.864
2045,Standard Class,KB-16585,Ken Black,United States,Houston,77095,OFF-PA-10001639,Office Supplies,Xerox 203,15.552
2046,Standard Class,MC-17590,Matt Collister,United States,Perth Amboy,8861,OFF-AP-10004487,Office Supplies,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64
2047,Standard Class,MC-17590,Matt Collister,United States,Perth Amboy,8861,TEC-PH-10001760,Technology,Bose SoundLink Bluetooth Speaker,597
2048,Standard Class,MC-17590,Matt Collister,United States,Perth Amboy,8861,OFF-PA-10004071,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
2049,First Class,CK-12595,Clytie Kelty,United States,Philadelphia,19134,FUR-FU-10004848,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8
2050,First Class,CK-12595,Clytie Kelty,United States,Philadelphia,19134,OFF-BI-10004022,Office Supplies,Acco Suede Grain Vinyl Round Ring Binder,2.502
2051,First Class,CK-12595,Clytie Kelty,United States,Philadelphia,19134,OFF-BI-10003669,Office Supplies,3M Organizer Strips,6.48
2052,First Class,CK-12595,Clytie Kelty,United States,Philadelphia,19134,FUR-CH-10003833,Furniture,Novimex Fabric Task Chair,341.488
2053,First Class,CK-12595,Clytie Kelty,United States,Philadelphia,19134,OFF-AR-10003732,Office Supplies,Newell 333,11.12
2054,First Class,CK-12595,Clytie Kelty,United States,Philadelphia,19134,FUR-FU-10003142,Furniture,"Master Big Foot Doorstop, Beige",25.344
2055,Standard Class,RD-19480,Rick Duston,United States,Richmond,47374,FUR-FU-10001196,Furniture,DAX Cubicle Frames - 8x10,17.31
2056,First Class,TP-21130,Theone Pippenger,United States,Detroit,48227,TEC-AC-10001114,Technology,Microsoft Wireless Mobile Mouse 4000,199.95
2057,First Class,TP-21130,Theone Pippenger,United States,Detroit,48227,FUR-CH-10002335,Furniture,Hon GuestStacker Chair,1586.69
2058,First Class,TP-21130,Theone Pippenger,United States,Detroit,48227,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard,84.99
2059,First Class,TP-21130,Theone Pippenger,United States,Detroit,48227,FUR-TA-10004534,Furniture,Bevis 44 x 96 Conference Tables,411.8
2060,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,OFF-FA-10002975,Office Supplies,Staples,11.34
2061,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,OFF-ST-10003996,Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3
2062,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,OFF-BI-10002571,Office Supplies,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968
2063,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,OFF-PA-10000477,Office Supplies,Xerox 1952,64.74
2064,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,OFF-BI-10004209,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296
2065,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,OFF-ST-10001963,Office Supplies,Tennsco Regal Shelving Units,405.64
2066,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,FUR-CH-10003833,Furniture,Novimex Fabric Task Chair,146.352
2067,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,TEC-AC-10004568,Technology,Maxell LTO Ultrium - 800 GB,251.91
2068,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,90049,OFF-AR-10001419,Office Supplies,Newell 325,12.39
2069,Standard Class,ZC-21910,Zuschuss Carroll,United States,Pomona,91767,TEC-AC-10002800,Technology,Plantronics Audio 478 Stereo USB Headset,199.96
2070,Standard Class,ZC-21910,Zuschuss Carroll,United States,Pomona,91767,FUR-TA-10003954,Furniture,Hon 94000 Series Round Tables,710.832
2071,Second Class,CC-12610,Corey Catlett,United States,Philadelphia,19134,OFF-BI-10000301,Office Supplies,GBC Instant Report Kit,1.941
2072,Standard Class,KA-16525,Kelly Andreada,United States,Ontario,91761,FUR-CH-10003956,Furniture,Novimex High-Tech Fabric Mesh Task Chair,283.92
2073,Standard Class,TC-20980,Tamara Chand,United States,Seattle,98105,OFF-BI-10002954,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312
2074,Second Class,DB-13270,Deborah Brumfield,United States,Brentwood,94513,TEC-AC-10003289,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97
2075,Second Class,DB-13270,Deborah Brumfield,United States,Brentwood,94513,TEC-PH-10002468,Technology,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544
2076,Standard Class,TR-21325,Toby Ritter,United States,San Francisco,94122,FUR-FU-10001861,Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2
2077,First Class,BF-11080,Bart Folk,United States,Baltimore,21215,OFF-PA-10004082,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9
2078,First Class,BF-11080,Bart Folk,United States,Baltimore,21215,OFF-AP-10000358,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,90.86
2079,First Class,BF-11080,Bart Folk,United States,Baltimore,21215,OFF-PA-10004243,Office Supplies,Xerox 1939,94.85
2080,Standard Class,MS-17365,Maribeth Schnelling,United States,Phoenix,85023,OFF-PA-10001295,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,106.232
2081,Standard Class,MS-17365,Maribeth Schnelling,United States,Phoenix,85023,TEC-PH-10002170,Technology,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984
2082,Standard Class,MS-17365,Maribeth Schnelling,United States,Phoenix,85023,FUR-FU-10002885,Furniture,Magna Visual Magnetic Picture Hangers,7.712
2083,Standard Class,CK-12595,Clytie Kelty,United States,Los Angeles,90008,OFF-PA-10002870,Office Supplies,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44
2084,Standard Class,ED-13885,Emily Ducich,United States,Houston,77036,OFF-LA-10003923,Office Supplies,Alphabetical Labels for Top Tab Filing,23.68
2085,Standard Class,IM-15070,Irene Maddox,United States,New York City,10009,OFF-LA-10003510,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12
2086,Standard Class,IM-15070,Irene Maddox,United States,New York City,10009,OFF-LA-10000248,Office Supplies,Avery 52,18.45
2087,Standard Class,IM-15070,Irene Maddox,United States,New York City,10009,OFF-ST-10000060,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9
2088,Standard Class,IM-15070,Irene Maddox,United States,New York City,10009,OFF-PA-10003129,Office Supplies,Tops White Computer Printout Paper,146.73
2089,Standard Class,IM-15070,Irene Maddox,United States,New York City,10009,OFF-FA-10004076,Office Supplies,Translucent Push Pins by OIC,3.96
2090,Standard Class,MY-17380,Maribeth Yedwab,United States,Rancho Cucamonga,91730,OFF-LA-10004008,Office Supplies,Avery 507,5.76
2091,Standard Class,MM-17260,Magdelene Morse,United States,Wilmington,19805,OFF-BI-10004094,Office Supplies,GBC Standard Plastic Binding Systems Combs,26.55
2092,Standard Class,MM-17260,Magdelene Morse,United States,Wilmington,19805,FUR-TA-10004607,Furniture,Hon 2111 Invitation Series Straight Table,310.443
2093,Standard Class,MP-17470,Mark Packer,United States,Moorhead,56560,FUR-CH-10004289,Furniture,Global Super Steno Chair,479.9
2094,Second Class,AW-10840,Anthony Witt,United States,Farmington,87401,OFF-SU-10004498,Office Supplies,Martin-Yale Premier Letter Opener,12.88
2095,Standard Class,SF-20065,Sandra Flanagan,United States,Wilmington,28403,OFF-AR-10001177,Office Supplies,Newell 349,13.12
2096,Standard Class,SN-20710,Steve Nguyen,United States,Jackson,39212,OFF-BI-10001718,Office Supplies,GBC DocuBind P50 Personal Binding Machine,511.84
2097,Standard Class,SN-20710,Steve Nguyen,United States,Jackson,39212,OFF-AR-10004602,Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,91.96
2098,Standard Class,SN-20710,Steve Nguyen,United States,Jackson,39212,OFF-AR-10003856,Office Supplies,Newell 344,8.34
2099,Standard Class,RD-19900,Ruben Dartt,United States,Portland,97206,OFF-ST-10000649,Office Supplies,Hanging Personal Folder File,37.68
2100,Standard Class,RD-19900,Ruben Dartt,United States,Portland,97206,TEC-AC-10002926,Technology,Logitech Wireless Marathon Mouse M705,279.944
2101,Standard Class,KT-16480,Kean Thornton,United States,Denver,80219,OFF-ST-10000078,Office Supplies,Tennsco 6- and 18-Compartment Lockers,636.408
2102,Standard Class,KT-16480,Kean Thornton,United States,Denver,80219,OFF-AR-10001044,Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168
2103,Same Day,AH-10120,Adrian Hane,United States,Tucson,85705,FUR-CH-10002372,Furniture,Office Star - Ergonomically Designed Knee Chair,259.136
2104,Second Class,BM-11650,Brian Moss,United States,New York City,10009,OFF-PA-10000357,Office Supplies,Xerox 1888,221.92
2105,Second Class,BM-11650,Brian Moss,United States,New York City,10009,TEC-AC-10001266,Technology,Memorex Micro Travel Drive 8 GB,26
2106,Standard Class,BW-11200,Ben Wallace,United States,Boynton Beach,33437,OFF-PA-10004888,Office Supplies,Xerox 217,15.552
2107,Same Day,HG-14965,Henry Goldwyn,United States,Mesquite,75150,OFF-BI-10003460,Office Supplies,Acco 3-Hole Punch,0.876
2108,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,OFF-PA-10000157,Office Supplies,Xerox 191,19.98
2109,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,OFF-BI-10004519,Office Supplies,GBC DocuBind P100 Manual Binding Machine,398.352
2110,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,OFF-AR-10004272,Office Supplies,Newell 308,5.04
2111,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,OFF-FA-10000585,Office Supplies,OIC Bulk Pack Metal Binder Clips,17.45
2112,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,FUR-CH-10004218,Furniture,"Global Fabric Manager's Chair, Dark Gray",323.136
2113,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,OFF-SU-10004231,Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7
2114,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,TEC-PH-10001578,Technology,Polycom SoundStation2 EX Conference phone,1295.84
2115,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,OFF-ST-10003638,Office Supplies,Mobile Personal File Cube,46.84
2116,Same Day,SG-20080,Sandra Glassco,United States,Redlands,92374,FUR-BO-10002213,Furniture,DMI Eclipse Executive Suite Bookcases,425.833
2117,Second Class,RK-19300,Ralph Kennedy,United States,Rochester,14609,FUR-TA-10001307,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67
2118,Standard Class,SW-20245,Scot Wooten,United States,Stockton,95207,OFF-PA-10002222,Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88
